monthyear,month,year,county,amount,sales_type
202102,2,2021,CLEAR CREEK,810448,retail
202102,2,2021,CONEJOS,699292,retail
202102,2,2021,COSTILLA,488155,retail
202102,2,2021,DENVER,14930775,medical
202102,2,2021,DENVER,38102094,retail
202102,2,2021,EAGLE,121485,medical
202102,2,2021,EAGLE,2143521,retail
202102,2,2021,EL PASO,10070850,medical
202102,2,2021,GARFIELD,105071,medical
202102,2,2021,GARFIELD,2038988,retail
202102,2,2021,GILPIN,223430,retail
202102,2,2021,GRAND,773579,retail
202102,2,2021,GUNNISON,729821,retail
202102,2,2021,HUERFANO,229030,retail
202102,2,2021,JEFFERSON,1646347,medical
202102,2,2021,JEFFERSON,5028393,retail
202102,2,2021,LA PLATA,3141688,retail
202102,2,2021,LARIMER,736244,medical
202102,2,2021,LARIMER,8638833,retail
202102,2,2021,LAS ANIMAS,36364,medical
202102,2,2021,LAS ANIMAS,4371119,retail
202102,2,2021,MESA,2440964,retail
202102,2,2021,MOFFAT,1208812,retail
202102,2,2021,MONTEZUMA,2455304,retail
202102,2,2021,MORGAN,1386154,retail
202102,2,2021,OTERO,267225,retail
202102,2,2021,OURAY,847021,retail
202102,2,2021,PARK,556592,retail
202102,2,2021,PITKIN,1328047,retail
202102,2,2021,PUEBLO,810079,medical
202102,2,2021,PUEBLO,7918693,retail
202102,2,2021,ROUTT,1363211,retail
202102,2,2021,SAGUACHE,341130,retail
202102,2,2021,SAN MIGUEL,559786,retail
202102,2,2021,SEDGWICK,1216322,retail
202102,2,2021,SUMMIT,3181098,retail
202102,2,2021,WELD,2700568,retail
202103,3,2021,ADAMS,680799,medical
202103,3,2021,ADAMS,14056356,retail
202103,3,2021,ARAPAHOE,958729,medical
202103,3,2021,ARAPAHOE,14931279,retail
202103,3,2021,ARCHULETA,1571781,retail
202103,3,2021,BENT,565379,retail
202103,3,2021,BOULDER,1198711,medical
202103,3,2021,BOULDER,10806131,retail
202103,3,2021,CHAFFEE,531759,retail
202103,3,2021,CLEAR CREEK,915530,retail
202103,3,2021,CONEJOS,965771,retail
202103,3,2021,COSTILLA,635894,retail
202103,3,2021,DENVER,18920219,medical
202103,3,2021,DENVER,47036290,retail
202103,3,2021,EAGLE,140682,medical
202103,3,2021,EAGLE,2454412,retail
202103,3,2021,EL PASO,12645283,medical
202103,3,2021,GARFIELD,124640,medical
202103,3,2021,GARFIELD,2633917,retail
202103,3,2021,GILPIN,290596,retail
202103,3,2021,GRAND,930113,retail
202103,3,2021,GUNNISON,886730,retail
202103,3,2021,HUERFANO,346396,retail
202103,3,2021,JEFFERSON,1934454,medical
202103,3,2021,JEFFERSON,6200829,retail
202103,3,2021,LA PLATA,4031308,retail
202103,3,2021,LAKE,335291,retail
202103,3,2021,LARIMER,872264,medical
202103,3,2021,LARIMER,10426496,retail
202103,3,2021,LAS ANIMAS,49180,medical
202103,3,2021,LAS ANIMAS,6669108,retail
202103,3,2021,MESA,3195824,retail
202103,3,2021,MOFFAT,1515357,retail
202103,3,2021,MONTEZUMA,2980607,retail
202103,3,2021,MORGAN,1912096,retail
202103,3,2021,OTERO,371355,retail
202103,3,2021,OURAY,1072983,retail
202103,3,2021,PARK,665058,retail
202103,3,2021,PITKIN,1645973,retail
202103,3,2021,PUEBLO,976881,medical
202103,3,2021,PUEBLO,11082592,retail
202103,3,2021,ROUTT,1427810,retail
202103,3,2021,SAGUACHE,452624,retail
202103,3,2021,SAN MIGUEL,641482,retail
202103,3,2021,SEDGWICK,1685012,retail
202103,3,2021,SUMMIT,3511306,retail
202103,3,2021,WELD,412680,medical
202103,3,2021,WELD,3447829,retail
202104,4,2021,ADAMS,520818,medical
202104,4,2021,ADAMS,13905945,retail
202104,4,2021,ARAPAHOE,936589,medical
202104,4,2021,ARAPAHOE,17211160,retail
202104,4,2021,ARCHULETA,1231801,retail
202104,4,2021,BENT,539816,retail
202104,4,2021,BOULDER,1199576,medical
202104,4,2021,BOULDER,11577842,retail
202104,4,2021,CHAFFEE,616994,retail
202104,4,2021,CLEAR CREEK,837242,retail
202104,4,2021,CONEJOS,974060,retail
202104,4,2021,COSTILLA,632109,retail
202104,4,2021,DENVER,18562052,medical
202104,4,2021,DENVER,49268036,retail
202104,4,2021,EAGLE,148555,medical
202104,4,2021,EAGLE,1675191,retail
202104,4,2021,EL PASO,12618054,medical
202104,4,2021,GARFIELD,124937,medical
202104,4,2021,GARFIELD,2554331,retail
202104,4,2021,GILPIN,310364,retail
202104,4,2021,GRAND,637953,retail
202104,4,2021,GUNNISON,652774,retail
202104,4,2021,HUERFANO,359979,retail
202104,4,2021,JEFFERSON,1862011,medical
202104,4,2021,JEFFERSON,6209176,retail
202104,4,2021,LA PLATA,3869190,retail
202104,4,2021,LARIMER,890313,medical
202104,4,2021,LARIMER,9768952,retail
202104,4,2021,LAS ANIMAS,42419,medical
202104,4,2021,LAS ANIMAS,6339640,retail
202104,4,2021,MESA,3239417,retail
202104,4,2021,MOFFAT,1577721,retail
202104,4,2021,MONTEZUMA,3030807,retail
202104,4,2021,MORGAN,1858539,retail
202104,4,2021,OTERO,385901,retail
202104,4,2021,OURAY,1061412,retail
202104,4,2021,PARK,632775,retail
202104,4,2021,PITKIN,1049957,retail
202104,4,2021,PUEBLO,1005294,medical
202104,4,2021,PUEBLO,11167726,retail
202104,4,2021,ROUTT,1001962,retail
202104,4,2021,SAGUACHE,448618,retail
202104,4,2021,SAN MIGUEL,281430,retail
202104,4,2021,SEDGWICK,1696344,retail
202104,4,2021,SUMMIT,2315874,retail
202104,4,2021,WELD,412466,medical
202104,4,2021,WELD,3458598,retail
202105,5,2021,ADAMS,652839,medical
202105,5,2021,ADAMS,13317264,retail
202105,5,2021,ARAPAHOE,925779,medical
202105,5,2021,ARAPAHOE,16573897,retail
202105,5,2021,ARCHULETA,1378092,retail
202105,5,2021,BOULDER,1083365,medical
202105,5,2021,BOULDER,11477690,retail
202105,5,2021,CHAFFEE,628784,retail
202105,5,2021,CLEAR CREEK,748995,retail
202105,5,2021,COSTILLA,661317,retail
202105,5,2021,DENVER,16823800,medical
202105,5,2021,DENVER,44690721,retail
202105,5,2021,EAGLE,130301,medical
202105,5,2021,EAGLE,1274260,retail
202105,5,2021,EL PASO,11430726,medical
202105,5,2021,GARFIELD,118438,medical
202105,5,2021,GARFIELD,2530312,retail
202105,5,2021,GILPIN,350736,retail
202105,5,2021,GRAND,578478,retail
202105,5,2021,GUNNISON,673398,retail
202105,5,2021,HUERFANO,389170,retail
202105,5,2021,JEFFERSON,2032557,medical
202105,5,2021,JEFFERSON,5622713,retail
202105,5,2021,LA PLATA,3875521,retail
202105,5,2021,LAKE,289244,retail
202105,5,2021,LARIMER,820538,medical
202105,5,2021,LARIMER,9788696,retail
202105,5,2021,LAS ANIMAS,44645,medical
202105,5,2021,LAS ANIMAS,5986430,retail
202105,5,2021,MESA,3079919,retail
202105,5,2021,MOFFAT,1457874,retail
202105,5,2021,MONTEZUMA,2882856,retail
202105,5,2021,MORGAN,1797092,retail
202105,5,2021,OTERO,366188,retail
202105,5,2021,OURAY,1083243,retail
202105,5,2021,PARK,658896,retail
202105,5,2021,PITKIN,734803,retail
202105,5,2021,PUEBLO,955590,medical
202105,5,2021,PUEBLO,10411798,retail
202105,5,2021,ROUTT,898266,retail
202105,5,2021,SAGUACHE,461934,retail
202105,5,2021,SAN MIGUEL,284722,retail
202105,5,2021,SEDGWICK,1705063,retail
202105,5,2021,SUMMIT,72782,medical
202105,5,2021,SUMMIT,1808321,retail
202105,5,2021,WELD,376210,medical
202105,5,2021,WELD,3359031,retail
202106,6,2021,ADAMS,600723,medical
202106,6,2021,ADAMS,12556120,retail
202106,6,2021,ARAPAHOE,837325,medical
202106,6,2021,ARAPAHOE,15920425,retail
202106,6,2021,ARCHULETA,1568305,retail
202106,6,2021,BENT,537404,retail
202106,6,2021,BOULDER,1030374,medical
202106,6,2021,BOULDER,11039629,retail
202106,6,2021,CLEAR CREEK,930773,retail
202106,6,2021,CONEJOS,999888,retail
202106,6,2021,COSTILLA,666944,retail
202106,6,2021,DENVER,16240567,medical
202106,6,2021,DENVER,40754921,retail
202106,6,2021,EAGLE,126210,medical
202106,6,2021,EAGLE,1739602,retail
202106,6,2021,EL PASO,10239688,medical
202106,6,2021,GARFIELD,112912,medical
202106,6,2021,GARFIELD,2468770,retail
202106,6,2021,GILPIN,269163,retail
202106,6,2021,GRAND,775031,retail
202106,6,2021,GUNNISON,900968,retail
202106,6,2021,HUERFANO,460345,retail
202106,6,2021,JEFFERSON,1847287,medical
202106,6,2021,JEFFERSON,5882307,retail
202106,6,2021,LA PLATA,3865787,retail
202106,6,2021,LAKE,373679,retail
202106,6,2021,LARIMER,801977,medical
202106,6,2021,LARIMER,9434836,retail
202106,6,2021,LAS ANIMAS,40870,medical
202106,6,2021,LAS ANIMAS,5695649,retail
202106,6,2021,MESA,2950929,retail
202106,6,2021,MOFFAT,1384434,retail
202106,6,2021,MONTEZUMA,2707859,retail
202106,6,2021,MORGAN,1700780,retail
202106,6,2021,OTERO,335017,retail
202106,6,2021,OURAY,1104645,retail
202106,6,2021,PARK,723070,retail
202106,6,2021,PITKIN,1029311,retail
202106,6,2021,PUEBLO,9707655,retail
202106,6,2021,ROUTT,1060217,retail
202106,6,2021,SAGUACHE,466996,retail
202106,6,2021,SAN MIGUEL,535057,retail
202106,6,2021,SEDGWICK,1613772,retail
202106,6,2021,SUMMIT,82584,medical
202106,6,2021,SUMMIT,2220496,retail
202106,6,2021,WELD,348837,medical
202106,6,2021,WELD,3219540,retail
202107,7,2021,ADAMS,599583,medical
202107,7,2021,ADAMS,13423139,retail
202107,7,2021,ARAPAHOE,932390,medical
202107,7,2021,ARAPAHOE,17003765,retail
202107,7,2021,ARCHULETA,1821043,retail
202107,7,2021,BENT,541662,retail
202107,7,2021,BOULDER,1012706,medical
202107,7,2021,BOULDER,12055854,retail
202107,7,2021,CLEAR CREEK,1105749,retail
202107,7,2021,CONEJOS,1121889,retail
202107,7,2021,COSTILLA,758171,retail
202107,7,2021,DENVER,15745099,medical
202107,7,2021,DENVER,43975591,retail
202107,7,2021,EAGLE,135513,medical
202107,7,2021,EAGLE,2108492,retail
202107,7,2021,EL PASO,10802872,medical
202107,7,2021,GARFIELD,118857,medical
202107,7,2021,GARFIELD,2626261,retail
202107,7,2021,GILPIN,351914,retail
202107,7,2021,GRAND,983081,retail
202107,7,2021,GUNNISON,1199630,retail
202107,7,2021,HUERFANO,535197,retail
202107,7,2021,JEFFERSON,2040015,medical
202107,7,2021,JEFFERSON,6306613,retail
202107,7,2021,LA PLATA,4131499,retail
202107,7,2021,LAKE,463764,retail
202107,7,2021,LARIMER,10940781,retail
202107,7,2021,LAS ANIMAS,38739,medical
202107,7,2021,LAS ANIMAS,6417694,retail
202107,7,2021,MESA,3093255,retail
202107,7,2021,MOFFAT,1459076,retail
202107,7,2021,MONTEZUMA,2817569,retail
202107,7,2021,MORGAN,1851419,retail
202107,7,2021,OTERO,347639,retail
202107,7,2021,OURAY,1238632,retail
202107,7,2021,PARK,863081,retail
202107,7,2021,PITKIN,1728821,retail
202107,7,2021,PUEBLO,1019276,medical
202107,7,2021,PUEBLO,10364632,retail
202107,7,2021,ROUTT,1318253,retail
202107,7,2021,SAGUACHE,532162,retail
202107,7,2021,SAN MIGUEL,668513,retail
202107,7,2021,SEDGWICK,1590126,retail
202107,7,2021,SUMMIT,2866025,retail
202107,7,2021,WELD,355730,medical
202107,7,2021,WELD,3494928,retail
202108,8,2021,ADAMS,558535,medical
202108,8,2021,ADAMS,13065538,retail
202108,8,2021,ARAPAHOE,1196962,medical
202108,8,2021,ARAPAHOE,16437440,retail
202108,8,2021,ARCHULETA,1519359,retail
202108,8,2021,BENT,514844,retail
202108,8,2021,BOULDER,1006115,medical
202108,8,2021,BOULDER,11788095,retail
202108,8,2021,CLEAR CREEK,993442,retail
202108,8,2021,CONEJOS,1098414,retail
202108,8,2021,COSTILLA,677184,retail
202108,8,2021,DENVER,16144429,medical
202108,8,2021,DENVER,41376511,retail
202108,8,2021,EAGLE,132268,medical
202108,8,2021,EAGLE,1878281,retail
202108,8,2021,EL PASO,10346998,medical
202108,8,2021,GARFIELD,109373,medical
202108,8,2021,GARFIELD,2357239,retail
202108,8,2021,GILPIN,333859,retail
202108,8,2021,GRAND,824316,retail
202108,8,2021,GUNNISON,1100518,retail
202108,8,2021,HUERFANO,450411,retail
202108,8,2021,JEFFERSON,1807419,medical
202108,8,2021,JEFFERSON,6160631,retail
202108,8,2021,LA PLATA,3818692,retail
202108,8,2021,LAKE,412984,retail
202108,8,2021,LARIMER,847339,medical
202108,8,2021,LARIMER,10567608,retail
202108,8,2021,LAS ANIMAS,5634182,retail
202108,8,2021,MESA,2939058,retail
202108,8,2021,MOFFAT,1448623,retail
202108,8,2021,MONTEZUMA,2579425,retail
202108,8,2021,MORGAN,1747300,retail
202108,8,2021,OTERO,329943,retail
202108,8,2021,OURAY,1161349,retail
202108,8,2021,PARK,766053,retail
202108,8,2021,PITKIN,1495677,retail
202108,8,2021,PUEBLO,898801,medical
202108,8,2021,PUEBLO,9534565,retail
202108,8,2021,ROUTT,1176596,retail
202108,8,2021,SAGUACHE,495304,retail
202108,8,2021,SAN JUAN,135381,retail
202108,8,2021,SAN MIGUEL,617844,retail
202108,8,2021,SEDGWICK,1572844,retail
202108,8,2021,SUMMIT,2455189,retail
202108,8,2021,WELD,340741,medical
202108,8,2021,WELD,3409033,retail
202109,9,2021,ADAMS,504739,medical
202109,9,2021,ADAMS,12534994,retail
202109,9,2021,ARAPAHOE,872521,medical
202109,9,2021,ARAPAHOE,15738092,retail
202109,9,2021,ARCHULETA,1487918,retail
202109,9,2021,BENT,522305,retail
202109,9,2021,BOULDER,1068173,medical
202109,9,2021,BOULDER,10972112,retail
202109,9,2021,CHAFFEE,764877,retail
202109,9,2021,CLEAR CREEK,985428,retail
202109,9,2021,CONEJOS,1040124,retail
202109,9,2021,COSTILLA,629844,retail
202109,9,2021,DENVER,13515154,medical
202109,9,2021,DENVER,39615717,retail
202109,9,2021,EAGLE,114400,medical
202109,9,2021,EAGLE,1689986,retail
202109,9,2021,EL PASO,9348650,medical
202109,9,2021,GARFIELD,104918,medical
202109,9,2021,GARFIELD,2430175,retail
202109,9,2021,GILPIN,367997,retail
202109,9,2021,GRAND,753635,retail
202109,9,2021,GUNNISON,962402,retail
202109,9,2021,HUERFANO,464716,retail
202109,9,2021,JEFFERSON,1486551,medical
202109,9,2021,JEFFERSON,5885033,retail
202109,9,2021,LA PLATA,3599967,retail
202109,9,2021,LARIMER,780349,medical
202109,9,2021,LARIMER,10181343,retail
202109,9,2021,LAS ANIMAS,5328389,retail
202109,9,2021,MESA,2978317,retail
202109,9,2021,MOFFAT,1482442,retail
202109,9,2021,MONTEZUMA,2430408,retail
202109,9,2021,MORGAN,1704657,retail
202109,9,2021,OTERO,298868,retail
202109,9,2021,OURAY,1170045,retail
202109,9,2021,PARK,706424,retail
202109,9,2021,PITKIN,1314615,retail
202109,9,2021,PUEBLO,865004,medical
202109,9,2021,PUEBLO,9041020,retail
202109,9,2021,ROUTT,1179128,retail
202109,9,2021,SAGUACHE,475717,retail
202109,9,2021,SAN MIGUEL,586226,retail
202109,9,2021,SEDGWICK,1532640,retail
202109,9,2021,SUMMIT,92113,medical
202109,9,2021,SUMMIT,2156577,retail
202109,9,2021,WELD,330194,medical
202109,9,2021,WELD,3277640,retail
202110,10,2021,ADAMS,523309,medical
202110,10,2021,ADAMS,12641380,retail
202110,10,2021,ARAPAHOE,796196,medical
202110,10,2021,ARAPAHOE,15949676,retail
202110,10,2021,ARCHULETA,1307973,retail
202110,10,2021,BENT,524673,retail
202110,10,2021,BOULDER,981680,medical
202110,10,2021,BOULDER,11145725,retail
202110,10,2021,CHAFFEE,654404,retail
202110,10,2021,CLEAR CREEK,900457,retail
202110,10,2021,CONEJOS,948715,retail
202110,10,2021,COSTILLA,540017,retail
202110,10,2021,DENVER,13004163,medical
202110,10,2021,DENVER,39663564,retail
202110,10,2021,EAGLE,117468,medical
202110,10,2021,EAGLE,1459311,retail
202110,10,2021,EL PASO,9249620,medical
202110,10,2021,GARFIELD,97015,medical
202110,10,2021,GARFIELD,2282886,retail
202110,10,2021,GILPIN,293489,retail
202110,10,2021,GRAND,616102,retail
202110,10,2021,GUNNISON,770112,retail
202110,10,2021,HUERFANO,385045,retail
202110,10,2021,JEFFERSON,1365310,medical
202110,10,2021,JEFFERSON,6038002,retail
202110,10,2021,LA PLATA,3451084,retail
202110,10,2021,LAKE,306312,retail
202110,10,2021,LARIMER,735872,medical
202110,10,2021,LARIMER,9611542,retail
202110,10,2021,LAS ANIMAS,5117055,retail
202110,10,2021,MESA,2880499,retail
202110,10,2021,MOFFAT,1477930,retail
202110,10,2021,MONTEZUMA,2328693,retail
202110,10,2021,MORGAN,1593148,retail
202110,10,2021,OTERO,291534,retail
202110,10,2021,OURAY,1053764,retail
202110,10,2021,PARK,656373,retail
202110,10,2021,PITKIN,924240,retail
202110,10,2021,PUEBLO,770509,medical
202110,10,2021,PUEBLO,8853596,retail
202110,10,2021,ROUTT,990528,retail
202110,10,2021,SAGUACHE,406618,retail
202110,10,2021,SAN MIGUEL,390807,retail
202110,10,2021,SEDGWICK,1533434,retail
202110,10,2021,SUMMIT,84721,medical
202110,10,2021,SUMMIT,1855321,retail
202110,10,2021,WELD,317152,medical
202110,10,2021,WELD,3303430,retail
202111,11,2021,ADAMS,488566,medical
202111,11,2021,ADAMS,11614208,retail
202111,11,2021,ARAPAHOE,695924,medical
202111,11,2021,ARAPAHOE,14948103,retail
202111,11,2021,ARCHULETA,1128911,retail
202111,11,2021,BENT,508081,retail
202111,11,2021,BOULDER,1026927,medical
202111,11,2021,BOULDER,9701898,retail
202111,11,2021,CHAFFEE,541238,retail
202111,11,2021,CLEAR CREEK,754592,retail
202111,11,2021,CONEJOS,828295,retail
202111,11,2021,COSTILLA,422117,retail
202111,11,2021,DENVER,11741784,medical
202111,11,2021,DENVER,34532971,retail
202111,11,2021,EAGLE,110068,medical
202111,11,2021,EAGLE,1400215,retail
202111,11,2021,EL PASO,8547337,medical
202111,11,2021,GARFIELD,90783,medical
202111,11,2021,GARFIELD,2035653,retail
202111,11,2021,GILPIN,241662,retail
202111,11,2021,GRAND,540757,retail
202111,11,2021,GUNNISON,605041,retail
202111,11,2021,HUERFANO,303308,retail
202111,11,2021,JEFFERSON,1240035,medical
202111,11,2021,JEFFERSON,5450760,retail
202111,11,2021,LA PLATA,3088538,retail
202111,11,2021,LAKE,253664,retail
202111,11,2021,LARIMER,732029,medical
202111,11,2021,LARIMER,9290480,retail
202111,11,2021,LAS ANIMAS,4519068,retail
202111,11,2021,MESA,2545883,retail
202111,11,2021,MOFFAT,1352646,retail
202111,11,2021,MONTEZUMA,2055613,retail
202111,11,2021,MORGAN,1407610,retail
202111,11,2021,OTERO,266176,retail
202111,11,2021,OURAY,902541,retail
202111,11,2021,PARK,562593,retail
202111,11,2021,PITKIN,705166,retail
202111,11,2021,PUEBLO,703576,medical
202111,11,2021,PUEBLO,7805413,retail
202111,11,2021,ROUTT,856374,retail
202111,11,2021,SAGUACHE,327629,retail
202111,11,2021,SAN MIGUEL,261423,retail
202111,11,2021,SEDGWICK,1424380,retail
202111,11,2021,SUMMIT,77190,medical
202111,11,2021,SUMMIT,1891197,retail
202111,11,2021,WELD,304802,medical
202111,11,2021,WELD,3079116,retail
202112,12,2021,ADAMS,545369,medical
202112,12,2021,ADAMS,12121759,retail
202112,12,2021,ARAPAHOE,764850,medical
202112,12,2021,ARAPAHOE,15551909,retail
202112,12,2021,ARCHULETA,1269976,retail
202112,12,2021,BENT,530141,retail
202112,12,2021,BOULDER,868175,medical
202112,12,2021,BOULDER,10249315,retail
202112,12,2021,CHAFFEE,615132,retail
202112,12,2021,CLEAR CREEK,845849,retail
202112,12,2021,CONEJOS,877122,retail
202112,12,2021,COSTILLA,437867,retail
202112,12,2021,DENVER,12372106,medical
202112,12,2021,DENVER,35639734,retail
202112,12,2021,EAGLE,111570,medical
202112,12,2021,EAGLE,1980080,retail
202112,12,2021,EL PASO,9461071,medical
202112,12,2021,GARFIELD,89925,medical
202112,12,2021,GARFIELD,2012774,retail
202112,12,2021,GILPIN,238699,retail
202112,12,2021,GRAND,776897,retail
202112,12,2021,GUNNISON,742748,retail
202112,12,2021,HUERFANO,288366,retail
202112,12,2021,JEFFERSON,1077939,medical
202112,12,2021,JEFFERSON,5851370,retail
202112,12,2021,LA PLATA,3520412,retail
202112,12,2021,LAKE,291330,retail
202112,12,2021,LARIMER,768719,medical
202112,12,2021,LARIMER,9506971,retail
202112,12,2021,LAS ANIMAS,4430075,retail
202112,12,2021,MESA,2622020,retail
202112,12,2021,MOFFAT,1226176,retail
202112,12,2021,MONTEZUMA,2040785,retail
202112,12,2021,MORGAN,1319652,retail
202112,12,2021,OTERO,277295,retail
202112,12,2021,OURAY,892270,retail
202112,12,2021,PARK,631307,retail
202112,12,2021,PITKIN,1245261,retail
202112,12,2021,PUEBLO,751679,medical
202112,12,2021,PUEBLO,8449128,retail
202112,12,2021,ROUTT,1166938,retail
202112,12,2021,SAGUACHE,351834,retail
202112,12,2021,SAN MIGUEL,468112,retail
202112,12,2021,SEDGWICK,1382422,retail
202112,12,2021,SUMMIT,83609,medical
202112,12,2021,SUMMIT,2913486,retail
202112,12,2021,WELD,309820,medical
202112,12,2021,WELD,3280291,retail
202201,1,2022,ADAMS,397570,medical
202201,1,2022,ADAMS,11153490,retail
202201,1,2022,ARAPAHOE,566011,medical
202201,1,2022,ARAPAHOE,14294483,retail
202201,1,2022,ARCHULETA,1198226,retail
202201,1,2022,BENT,466608,retail
202201,1,2022,BOULDER,795252,medical
202201,1,2022,BOULDER,9299247,retail
202201,1,2022,CLEAR CREEK,818487,retail
202201,1,2022,CONEJOS,762539,retail
202201,1,2022,COSTILLA,404822,retail
202201,1,2022,CROWLEY,89765,retail
202201,1,2022,DENVER,8529837,medical
202201,1,2022,DENVER,33470962,retail
202201,1,2022,EAGLE,102395,medical
202201,1,2022,EAGLE,2197235,retail
202201,1,2022,EL PASO,7090582,medical
202201,1,2022,GARFIELD,71340,medical
202201,1,2022,GARFIELD,1953433,retail
202201,1,2022,GILPIN,219446,retail
202201,1,2022,GRAND,760369,retail
202201,1,2022,GUNNISON,773638,retail
202201,1,2022,HUERFANO,230191,retail
202201,1,2022,JEFFERSON,958422,medical
202201,1,2022,JEFFERSON,5420596,retail
202201,1,2022,LA PLATA,3144421,retail
202201,1,2022,LAKE,298486,retail
202201,1,2022,LARIMER,699610,medical
202201,1,2022,LARIMER,8693726,retail
202201,1,2022,LAS ANIMAS,3800853,retail
202201,1,2022,MESA,2428341,retail
202201,1,2022,MOFFAT,1180458,retail
202201,1,2022,MONTEZUMA,1766243,retail
202201,1,2022,MORGAN,1216333,retail
202201,1,2022,PARK,581804,retail
202201,1,2022,PITKIN,1544499,retail
202201,1,2022,PUEBLO,600005,medical
202201,1,2022,PUEBLO,7185363,retail
202201,1,2022,ROUTT,1457417,retail
202201,1,2022,SAGUACHE,292288,retail
202201,1,2022,SAN MIGUEL,490138,retail
202201,1,2022,SEDGWICK,1272238,retail
202201,1,2022,SUMMIT,3386823,retail
202201,1,2022,WELD,278629,medical
202201,1,2022,WELD,2974860,retail
202202,2,2022,ADAMS,390420,medical
202202,2,2022,ADAMS,10715490,retail
202202,2,2022,ARAPAHOE,531589,medical
202202,2,2022,ARAPAHOE,13749657,retail
202202,2,2022,ARCHULETA,1121083,retail
202202,2,2022,BENT,478636,retail
202202,2,2022,BOULDER,714900,medical
202202,2,2022,BOULDER,8854090,retail
202202,2,2022,CHAFFEE,522191,retail
202202,2,2022,CLEAR CREEK,871144,retail
202202,2,2022,CONEJOS,733974,retail
202202,2,2022,COSTILLA,387469,retail
202202,2,2022,CROWLEY,83059,retail
202202,2,2022,DENVER,8217675,medical
202202,2,2022,DENVER,31757363,retail
202202,2,2022,EAGLE,100223,medical
202202,2,2022,EAGLE,2141060,retail
202202,2,2022,EL PASO,6982078,medical
202202,2,2022,GARFIELD,71573,medical
202202,2,2022,GARFIELD,1855669,retail
202202,2,2022,GILPIN,202466,retail
202202,2,2022,GRAND,755384,retail
202202,2,2022,GUNNISON,753481,retail
202202,2,2022,HUERFANO,213731,retail
202202,2,2022,JEFFERSON,803153,medical
202202,2,2022,JEFFERSON,5102562,retail
202202,2,2022,LA PLATA,3045236,retail
202202,2,2022,LAKE,285988,retail
202202,2,2022,LARIMER,662086,medical
202202,2,2022,LARIMER,8329106,retail
202202,2,2022,LAS ANIMAS,3537229,retail
202202,2,2022,MESA,2411697,retail
202202,2,2022,MOFFAT,1184112,retail
202202,2,2022,MORGAN,1219237,retail
202202,2,2022,OTERO,235587,retail
202202,2,2022,OURAY,824183,retail
202202,2,2022,PARK,566276,retail
202202,2,2022,PITKIN,1461267,retail
202202,2,2022,PUEBLO,575036,medical
202202,2,2022,PUEBLO,7074689,retail
202202,2,2022,ROUTT,1362682,retail
202202,2,2022,SAGUACHE,288891,retail
202202,2,2022,SAN MIGUEL,565293,retail
202202,2,2022,SEDGWICK,1291198,retail
202202,2,2022,SUMMIT,3335178,retail
202202,2,2022,WELD,254935,medical
202202,2,2022,WELD,2836457,retail
202203,3,2022,ADAMS,440721,medical
202203,3,2022,ADAMS,11865523,retail
202203,3,2022,ARAPAHOE,588410,medical
202203,3,2022,ARAPAHOE,15101229,retail
202203,3,2022,ARCHULETA,1186269,retail
202203,3,2022,BENT,566207,retail
202203,3,2022,BOULDER,787909,medical
202203,3,2022,BOULDER,10041277,retail
202203,3,2022,CLEAR CREEK,904628,retail
202203,3,2022,CONEJOS,731732,retail
202203,3,2022,COSTILLA,450058,retail
202203,3,2022,CROWLEY,95730,retail
202203,3,2022,DENVER,8909144,medical
202203,3,2022,DENVER,34811150,retail
202203,3,2022,EAGLE,121217,medical
202203,3,2022,EAGLE,2229887,retail
202203,3,2022,EL PASO,8326825,medical
202203,3,2022,GARFIELD,68931,medical
202203,3,2022,GARFIELD,2088343,retail
202203,3,2022,GILPIN,250258,retail
202203,3,2022,GRAND,851129,retail
202203,3,2022,GUNNISON,818023,retail
202203,3,2022,HUERFANO,264389,retail
202203,3,2022,JEFFERSON,843745,medical
202203,3,2022,JEFFERSON,5891014,retail
202203,3,2022,LA PLATA,3562072,retail
202203,3,2022,LAKE,327998,retail
202203,3,2022,LARIMER,711239,medical
202203,3,2022,LARIMER,9259888,retail
202203,3,2022,LAS ANIMAS,4007748,retail
202203,3,2022,MESA,2791788,retail
202203,3,2022,MOFFAT,1289327,retail
202203,3,2022,MONTEZUMA,2263860,retail
202203,3,2022,MORGAN,1410927,retail
202203,3,2022,OTERO,278971,retail
202203,3,2022,OURAY,894613,retail
202203,3,2022,PARK,591291,retail
202203,3,2022,PITKIN,1625073,retail
202203,3,2022,PUEBLO,707709,medical
202203,3,2022,PUEBLO,8417212,retail
202203,3,2022,ROUTT,1391470,retail
202203,3,2022,SAGUACHE,340907,retail
202203,3,2022,SAN MIGUEL,623044,retail
202203,3,2022,SEDGWICK,1459534,retail
202203,3,2022,SUMMIT,3335007,retail
202203,3,2022,WELD,272307,medical
202203,3,2022,WELD,3204679,retail
202204,4,2022,ADAMS,306950,medical
202204,4,2022,ADAMS,11683547,retail
202204,4,2022,ARAPAHOE,584153,medical
202204,4,2022,ARAPAHOE,15072982,retail
202204,4,2022,ARCHULETA,838482,retail
202204,4,2022,BENT,529307,retail
202204,4,2022,BOULDER,790934,medical
202204,4,2022,BOULDER,10189029,retail
202204,4,2022,CLEAR CREEK,771619,retail
202204,4,2022,CONEJOS,508828,retail
202204,4,2022,COSTILLA,375459,retail
